Date,Company,Studio,Project,Category,Country,Country_code,OS,Counterparty,Amount_USD
2021-12-31,White,White1,Whiteberry,Revenue from Ads,China,CHN,Amazon,Moogle+,876.5048839626511
2021-12-31,White,White1,Whiteberry,Revenue from Ads,Germany,DEU,Andriod,Moogle+,488.62244251431025
2021-12-31,White,White1,Whiteberry,Revenue from Ads,Brazil,BRA,iOS,Moogle+,113.86165984342503
2021-12-31,White,White1,Whiteberry,Revenue from Ads,Argentina,ARG,Amazon,Moogle+,225.99773273226057
2021-12-31,White,White1,Whiteberry,Revenue from Ads,Mexico,MEX,Andriod,Moogle+,359.3434875239573
2021-12-31,White,White1,Whiteberry,Revenue from Ads,Austria,AUT,iOS,Moogle+,215.70674634402326
2021-12-31,White,White1,Whiteberry,Revenue from Ads,France,FRA,Amazon,Moogle+,232.21227511979384
2021-12-31,White,White1,Whiteberry,Revenue from Ads,Russia,RUS,Andriod,Moogle+,607.2461235887062
2021-12-31,White,White1,Whiteberry,Revenue from Ads,Israel,ISR,iOS,Moogle+,112.96617576916074
2021-12-31,White,White1,Whiteberry,Revenue from Ads,USA,USA,Amazon,Bungle,6260.076353571201
2021-12-31,White,White1,Whiteberry,Revenue from Ads,Japan,JPN,Andriod,Bungle,277.75511552101415
2021-12-31,White,White1,Whiteberry,Revenue from Ads,China,CHN,iOS,Bungle,692.5480355595379
2021-12-31,White,White1,Whiteberry,Revenue from Ads,Germany,DEU,Amazon,Bungle,342.1315459170229
2021-12-31,White,White1,Whiteberry,Revenue from Ads,Brazil,BRA,Andriod,Bungle,86.33598852548651
2021-12-31,White,White1,Whiteberry,Revenue from Ads,Argentina,ARG,iOS,Bungle,186.06371692199951
2021-12-31,White,White1,Whiteberry,Revenue from Ads,Mexico,MEX,Amazon,Bungle,273.8371729593069
2021-12-31,White,White1,Whiteberry,Revenue from Ads,Austria,AUT,Andriod,Bungle,201.5010343640438
2021-12-31,White,White1,Whiteberry,Revenue from Ads,France,FRA,iOS,Bungle,178.67064877505646
2021-12-31,White,White1,Whiteberry,Revenue from Ads,Russia,RUS,Amazon,Bungle,510.7449562885867
2021-12-31,White,White1,Whiteberry,Revenue from Ads,Israel,ISR,Andriod,Bungle,98.57694164771812
2021-12-31,White,White1,Whiteberry,Revenue from Ads,USA,USA,iOS,Maploving,1769.019543716459
2021-12-31,White,White1,Whiteberry,Revenue from Ads,Japan,JPN,Amazon,Maploving,72.64155006334357
2021-12-31,White,White1,Whiteberry,Revenue from Ads,China,CHN,Andriod,Maploving,152.15356758666263
2021-12-31,White,White1,Whiteberry,Revenue from Ads,Germany,DEU,iOS,Maploving,92.38137497975998
2021-12-31,White,White1,Whiteberry,Revenue from Ads,Brazil,BRA,Amazon,Maploving,23.52362678299093
2021-12-31,White,White1,Whiteberry,Revenue from Ads,Argentina,ARG,Andriod,Maploving,44.17390386077353
2021-12-31,White,White1,Whiteberry,Revenue from Ads,Mexico,MEX,iOS,Maploving,69.20338546273045
2021-12-31,White,White1,Whiteberry,Revenue from Ads,Austria,AUT,Amazon,Maploving,50.974435746691206
2021-12-31,White,White1,Whiteberry,Revenue from Ads,France,FRA,Andriod,Maploving,50.722418168090265
2021-12-31,White,White1,Whiteberry,Revenue from Ads,Russia,RUS,iOS,Maploving,107.80074894582967
2021-12-31,White,White1,Whiteberry,Revenue from Ads,Israel,ISR,Amazon,Maploving,22.314698593271522
2021-01-31,White,White1,Whiteberry,UA,USA,USA,Andriod,MoogleAds,-74044.11128052314
2021-01-31,White,White1,Whiteberry,UA,Japan,JPN,iOS,MoogleAds,-3159.8067597413306
2021-01-31,White,White1,Whiteberry,UA,China,CHN,Amazon,MoogleAds,-7353.64431466254
2021-01-31,White,White1,Whiteberry,UA,Germany,DEU,Andriod,MoogleAds,-4219.3759775164
2021-01-31,White,White1,Whiteberry,UA,Brazil,BRA,iOS,MoogleAds,-1050.895054295121
2021-01-31,White,White1,Whiteberry,UA,Argentina,ARG,Amazon,MoogleAds,-2102.3483720668632
2021-01-31,White,White1,Whiteberry,UA,Mexico,MEX,Andriod,MoogleAds,-3192.521503949711
2021-01-31,White,White1,Whiteberry,UA,Austria,AUT,iOS,MoogleAds,-2128.0501137886167
2021-01-31,White,White1,Whiteberry,UA,France,FRA,Amazon,MoogleAds,-2107.5369918001693
2021-01-31,White,White1,Whiteberry,UA,Russia,RUS,Andriod,MoogleAds,-5269.705407843754
2021-01-31,White,White1,Whiteberry,UA,Israel,ISR,iOS,MoogleAds,-1058.6095762232526
2021-01-31,White,White1,Whiteberry,UA,USA,USA,Amazon,Elevator,-58865.59839798837
2021-01-31,White,White1,Whiteberry,UA,Japan,JPN,Andriod,Elevator,-2550.932805345623
2021-01-31,White,White1,Whiteberry,UA,China,CHN,iOS,Elevator,-5915.5986212738635
2021-01-31,White,White1,Whiteberry,UA,Germany,DEU,Amazon,Elevator,-3385.979670838638
2021-01-31,White,White1,Whiteberry,UA,Brazil,BRA,Andriod,Elevator,-844.6223253702971
2021-01-31,White,White1,Whiteberry,UA,Argentina,ARG,iOS,Elevator,-1703.7989564791187
2021-01-31,White,White1,Whiteberry,UA,Mexico,MEX,Amazon,Elevator,-2548.2764664091833
2021-01-31,White,White1,Whiteberry,UA,Austria,AUT,Andriod,Elevator,-1698.6919715546878
2021-01-31,White,White1,Whiteberry,UA,France,FRA,iOS,Elevator,-1688.6685629371837
2021-01-31,White,White1,Whiteberry,UA,Russia,RUS,Amazon,Elevator,-4208.909174161707
2021-01-31,White,White1,Whiteberry,UA,Israel,ISR,Andriod,Elevator,-844.0647345503891
2021-01-31,White,White1,Whiteberry,UA,USA,USA,iOS,Mazemook,-14762.100296627403
2021-01-31,White,White1,Whiteberry,UA,Japan,JPN,Amazon,Mazemook,-638.8569245269229
2021-01-31,White,White1,Whiteberry,UA,China,CHN,Andriod,Mazemook,-1471.7494819648382
2021-01-31,White,White1,Whiteberry,UA,Germany,DEU,iOS,Mazemook,-849.4940353231692
2021-01-31,White,White1,Whiteberry,UA,Brazil,BRA,Amazon,Mazemook,-211.55676611214116
2021-01-31,White,White1,Whiteberry,UA,Argentina,ARG,Andriod,Mazemook,-423.75306912393165
2021-01-31,White,White1,Whiteberry,UA,Mexico,MEX,iOS,Mazemook,-636.944733676659
2021-01-31,White,White1,Whiteberry,UA,Austria,AUT,Amazon,Mazemook,-423.8118630609988
2021-01-31,White,White1,Whiteberry,UA,France,FRA,Andriod,Mazemook,-424.86411691943727
2021-01-31,White,White1,Whiteberry,UA,Russia,RUS,iOS,Mazemook,-1056.0231026698268
2021-01-31,White,White1,Whiteberry,UA,Israel,ISR,Amazon,Mazemook,-211.98718217370404
2021-02-28,White,White1,Whiteberry,UA,USA,USA,Andriod,MoogleAds,-144245.87228327
2021-02-28,White,White1,Whiteberry,UA,Japan,JPN,iOS,MoogleAds,-6165.178735973695
2021-02-28,White,White1,Whiteberry,UA,China,CHN,Amazon,MoogleAds,-14333.023827707602
2021-02-28,White,White1,Whiteberry,UA,Germany,DEU,Andriod,MoogleAds,-8169.279776829174
2021-02-28,White,White1,Whiteberry,UA,Brazil,BRA,iOS,MoogleAds,-2048.675955607451
2021-02-28,White,White1,Whiteberry,UA,Argentina,ARG,Amazon,MoogleAds,-4112.418737683104
2021-02-28,White,White1,Whiteberry,UA,Mexico,MEX,Andriod,MoogleAds,-6153.965425280134
2021-02-28,White,White1,Whiteberry,UA,Austria,AUT,iOS,MoogleAds,-4107.680553035239
2021-02-28,White,White1,Whiteberry,UA,France,FRA,Amazon,MoogleAds,-4100.7827485704975
2021-02-28,White,White1,Whiteberry,UA,Russia,RUS,Andriod,MoogleAds,-10327.039634573865
2021-02-28,White,White1,Whiteberry,UA,Israel,ISR,iOS,MoogleAds,-2046.5457112041556
2021-02-28,White,White1,Whiteberry,UA,USA,USA,Amazon,Elevator,-114981.38563105908
2021-02-28,White,White1,Whiteberry,UA,Japan,JPN,Andriod,Elevator,-4956.957460139193
2021-02-28,White,White1,Whiteberry,UA,China,CHN,iOS,Elevator,-11463.62797035187
2021-02-28,White,White1,Whiteberry,UA,Germany,DEU,Amazon,Elevator,-6600.567468588954
2021-02-28,White,White1,Whiteberry,UA,Brazil,BRA,Andriod,Elevator,-1637.9343708921972
2021-02-28,White,White1,Whiteberry,UA,Argentina,ARG,iOS,Elevator,-3276.109986712426
2021-02-28,White,White1,Whiteberry,UA,Mexico,MEX,Amazon,Elevator,-4959.739504268006
2021-02-28,White,White1,Whiteberry,UA,Austria,AUT,Andriod,Elevator,-3283.457848223729
2021-02-28,White,White1,Whiteberry,UA,France,FRA,iOS,Elevator,-3310.290956656706
2021-02-28,White,White1,Whiteberry,UA,Russia,RUS,Amazon,Elevator,-8165.177032421179
2021-02-28,White,White1,Whiteberry,UA,Israel,ISR,Andriod,Elevator,-1655.3754464210647
2021-02-28,White,White1,Whiteberry,UA,USA,USA,iOS,Mazemook,-28951.157136861173
2021-02-28,White,White1,Whiteberry,UA,Japan,JPN,Amazon,Mazemook,-1233.6865239285885
2021-02-28,White,White1,Whiteberry,UA,China,CHN,Andriod,Mazemook,-2871.9711591762284
2021-02-28,White,White1,Whiteberry,UA,Germany,DEU,iOS,Mazemook,-1634.4336728720978
2021-02-28,White,White1,Whiteberry,UA,Brazil,BRA,Amazon,Mazemook,-412.6195237172085
2021-02-28,White,White1,Whiteberry,UA,Argentina,ARG,Andriod,Mazemook,-822.7014412647386
2021-02-28,White,White1,Whiteberry,UA,Mexico,MEX,iOS,Mazemook,-1227.5497158282265
2021-02-28,White,White1,Whiteberry,UA,Austria,AUT,Amazon,Mazemook,-819.7322962282384
2021-02-28,White,White1,Whiteberry,UA,France,FRA,Andriod,Mazemook,-822.8391096777042
2021-02-28,White,White1,Whiteberry,UA,Russia,RUS,iOS,Mazemook,-2048.1492216528036
2021-02-28,White,White1,Whiteberry,UA,Israel,ISR,Amazon,Mazemook,-409.08815735413356
2021-03-31,White,White1,Whiteberry,UA,USA,USA,Andriod,MoogleAds,-123177.47873191471
2021-03-31,White,White1,Whiteberry,UA,Japan,JPN,iOS,MoogleAds,-5251.566175775159
2021-03-31,White,White1,Whiteberry,UA,China,CHN,Amazon,MoogleAds,-12358.880620460019
2021-03-31,White,White1,Whiteberry,UA,Germany,DEU,Andriod,MoogleAds,-7027.7480746579095
2021-03-31,White,White1,Whiteberry,UA,Brazil,BRA,iOS,MoogleAds,-1764.5423926928745
2021-03-31,White,White1,Whiteberry,UA,Argentina,ARG,Amazon,MoogleAds,-3499.5716725760935
2021-03-31,White,White1,Whiteberry,UA,Mexico,MEX,Andriod,MoogleAds,-5262.01646525355
2021-03-31,White,White1,Whiteberry,UA,Austria,AUT,iOS,MoogleAds,-3501.478433978607
2021-03-31,White,White1,Whiteberry,UA,France,FRA,Amazon,MoogleAds,-3503.6724883745255
2021-03-31,White,White1,Whiteberry,UA,Russia,RUS,Andriod,MoogleAds,-8844.174695781012
2021-03-31,White,White1,Whiteberry,UA,Israel,ISR,iOS,MoogleAds,-1767.7332228852167
2021-03-31,White,White1,Whiteberry,UA,USA,USA,Amazon,Elevator,-98903.75066616293
2021-03-31,White,White1,Whiteberry,UA,Japan,JPN,Andriod,Elevator,-4250.075363990108
2021-03-31,White,White1,Whiteberry,UA,China,CHN,iOS,Elevator,-9800.081083765552
2021-03-31,White,White1,Whiteberry,UA,Germany,DEU,Amazon,Elevator,-5647.249265881093
2021-03-31,White,White1,Whiteberry,UA,Brazil,BRA,Andriod,Elevator,-1402.8028787919889
2021-03-31,White,White1,Whiteberry,UA,Argentina,ARG,iOS,Elevator,-2801.2942759846255
2021-03-31,White,White1,Whiteberry,UA,Mexico,MEX,Amazon,Elevator,-4216.288109151047
2021-03-31,White,White1,Whiteberry,UA,Austria,AUT,Andriod,Elevator,-2805.1967574429736
2021-03-31,White,White1,Whiteberry,UA,France,FRA,iOS,Elevator,-2816.704467396881
2021-03-31,White,White1,Whiteberry,UA,Russia,RUS,Amazon,Elevator,-7062.735622323156
2021-03-31,White,White1,Whiteberry,UA,Israel,ISR,Andriod,Elevator,-1400.3122187169502
2021-03-31,White,White1,Whiteberry,UA,USA,USA,iOS,Mazemook,-24607.56451282675
2021-03-31,White,White1,Whiteberry,UA,Japan,JPN,Amazon,Mazemook,-1050.218053810218
2021-03-31,White,White1,Whiteberry,UA,China,CHN,Andriod,Mazemook,-2458.575144612821
2021-03-31,White,White1,Whiteberry,UA,Germany,DEU,iOS,Mazemook,-1417.198565001189
2021-03-31,White,White1,Whiteberry,UA,Brazil,BRA,Amazon,Mazemook,-352.743334212134
2021-03-31,White,White1,Whiteberry,UA,Argentina,ARG,Andriod,Mazemook,-708.1323134576198
2021-03-31,White,White1,Whiteberry,UA,Mexico,MEX,iOS,Mazemook,-1053.8067472754603
2021-03-31,White,White1,Whiteberry,UA,Austria,AUT,Amazon,Mazemook,-703.7945648604422
2021-03-31,White,White1,Whiteberry,UA,France,FRA,Andriod,Mazemook,-704.0111681767792
2021-03-31,White,White1,Whiteberry,UA,Russia,RUS,iOS,Mazemook,-1749.8584052231743
2021-03-31,White,White1,Whiteberry,UA,Israel,ISR,Amazon,Mazemook,-353.89388831434894
2021-04-30,White,White1,Whiteberry,UA,USA,USA,Andriod,MoogleAds,-79833.60374081104
2021-04-30,White,White1,Whiteberry,UA,Japan,JPN,iOS,MoogleAds,-3444.6683022123425
2021-04-30,White,White1,Whiteberry,UA,China,CHN,Amazon,MoogleAds,-8080.973359645665
2021-04-30,White,White1,Whiteberry,UA,Germany,DEU,Andriod,MoogleAds,-4569.836844677286
2021-04-30,White,White1,Whiteberry,UA,Brazil,BRA,iOS,MoogleAds,-1148.3016873273996
2021-04-30,White,White1,Whiteberry,UA,Argentina,ARG,Amazon,MoogleAds,-2305.6644848038586
2021-04-30,White,White1,Whiteberry,UA,Mexico,MEX,Andriod,MoogleAds,-3466.039224587327
2021-04-30,White,White1,Whiteberry,UA,Austria,AUT,iOS,MoogleAds,-2292.503856066895
2021-04-30,White,White1,Whiteberry,UA,France,FRA,Amazon,MoogleAds,-2287.8023201297215
2021-04-30,White,White1,Whiteberry,UA,Russia,RUS,Andriod,MoogleAds,-5723.95154624433
2021-04-30,White,White1,Whiteberry,UA,Israel,ISR,iOS,MoogleAds,-1156.0885801008246
2021-04-30,White,White1,Whiteberry,UA,USA,USA,Amazon,Elevator,-64553.9180962419
2021-04-30,White,White1,Whiteberry,UA,Japan,JPN,Andriod,Elevator,-2741.824430452202
2021-04-30,White,White1,Whiteberry,UA,China,CHN,iOS,Elevator,-6440.671584378473
2021-04-30,White,White1,Whiteberry,UA,Germany,DEU,Amazon,Elevator,-3648.732469880911
2021-04-30,White,White1,Whiteberry,UA,Brazil,BRA,Andriod,Elevator,-916.9485573970534
2021-04-30,White,White1,Whiteberry,UA,Argentina,ARG,iOS,Elevator,-1829.564823027634
2021-04-30,White,White1,Whiteberry,UA,Mexico,MEX,Amazon,Elevator,-2763.0828634535064
2021-04-30,White,White1,Whiteberry,UA,Austria,AUT,Andriod,Elevator,-1849.6286780782652
2021-04-30,White,White1,Whiteberry,UA,France,FRA,iOS,Elevator,-1833.0258593204403
2021-04-30,White,White1,Whiteberry,UA,Russia,RUS,Amazon,Elevator,-4588.4269898738585
2021-04-30,White,White1,Whiteberry,UA,Israel,ISR,Andriod,Elevator,-913.5382060192599
2021-04-30,White,White1,Whiteberry,UA,USA,USA,iOS,Mazemook,-16071.758108858312
2021-04-30,White,White1,Whiteberry,UA,Japan,JPN,Amazon,Mazemook,-688.5946378516028
2021-04-30,White,White1,Whiteberry,UA,China,CHN,Andriod,Mazemook,-1613.971547673091
2021-04-30,White,White1,Whiteberry,UA,Germany,DEU,iOS,Mazemook,-918.487703260964
2021-04-30,White,White1,Whiteberry,UA,Brazil,BRA,Amazon,Mazemook,-229.21706333380524
2021-04-30,White,White1,Whiteberry,UA,Argentina,ARG,Andriod,Mazemook,-459.33030992443395
2021-04-30,White,White1,Whiteberry,UA,Mexico,MEX,iOS,Mazemook,-688.6275044787203
2021-04-30,White,White1,Whiteberry,UA,Austria,AUT,Amazon,Mazemook,-456.58306199608154
2021-04-30,White,White1,Whiteberry,UA,France,FRA,Andriod,Mazemook,-457.8481308159889
2021-04-30,White,White1,Whiteberry,UA,Russia,RUS,iOS,Mazemook,-1145.3880800156203
2021-04-30,White,White1,Whiteberry,UA,Israel,ISR,Amazon,Mazemook,-228.16944792605707
2021-05-31,White,White1,Whiteberry,UA,USA,USA,Andriod,MoogleAds,-105472.21813070493
2021-05-31,White,White1,Whiteberry,UA,Japan,JPN,iOS,MoogleAds,-4507.839235224106
2021-05-31,White,White1,Whiteberry,UA,China,CHN,Amazon,MoogleAds,-10493.974798638015
2021-05-31,White,White1,Whiteberry,UA,Germany,DEU,Andriod,MoogleAds,-6033.795760348164
2021-05-31,White,White1,Whiteberry,UA,Brazil,BRA,iOS,MoogleAds,-1515.4467009452342
2021-05-31,White,White1,Whiteberry,UA,Argentina,ARG,Amazon,MoogleAds,-3003.5569909021538
2021-05-31,White,White1,Whiteberry,UA,Mexico,MEX,Andriod,MoogleAds,-4522.540193503992
2021-05-31,White,White1,Whiteberry,UA,Austria,AUT,iOS,MoogleAds,-3011.9880772137058
2021-05-31,White,White1,Whiteberry,UA,France,FRA,Amazon,MoogleAds,-3031.959201077069
2021-05-31,White,White1,Whiteberry,UA,Russia,RUS,Andriod,MoogleAds,-7491.1264229764865
2021-05-31,White,White1,Whiteberry,UA,Israel,ISR,iOS,MoogleAds,-1502.291619948208
2021-05-31,White,White1,Whiteberry,UA,USA,USA,Amazon,Elevator,-85039.2198641978
2021-05-31,White,White1,Whiteberry,UA,Japan,JPN,Andriod,Elevator,-3619.8792335488147
2021-05-31,White,White1,Whiteberry,UA,China,CHN,iOS,Elevator,-8495.197633833284
2021-05-31,White,White1,Whiteberry,UA,Germany,DEU,Amazon,Elevator,-4810.287636834359
2021-05-31,White,White1,Whiteberry,UA,Brazil,BRA,Andriod,Elevator,-1204.5134759160762
2021-05-31,White,White1,Whiteberry,UA,Argentina,ARG,iOS,Elevator,-2414.4150584763815
2021-05-31,White,White1,Whiteberry,UA,Mexico,MEX,Amazon,Elevator,-3601.391479397888
2021-05-31,White,White1,Whiteberry,UA,Austria,AUT,Andriod,Elevator,-2401.642027238319
2021-05-31,White,White1,Whiteberry,UA,France,FRA,iOS,Elevator,-2405.9890801849483
2021-05-31,White,White1,Whiteberry,UA,Russia,RUS,Amazon,Elevator,-6017.7275909104255
2021-05-31,White,White1,Whiteberry,UA,Israel,ISR,Andriod,Elevator,-1209.9464604727793
2021-05-31,White,White1,Whiteberry,UA,USA,USA,iOS,Mazemook,-21031.565267664017
2021-05-31,White,White1,Whiteberry,UA,Japan,JPN,Amazon,Mazemook,-900.1722882955372
2021-05-31,White,White1,Whiteberry,UA,China,CHN,Andriod,Mazemook,-2112.1150294088206
2021-05-31,White,White1,Whiteberry,UA,Germany,DEU,iOS,Mazemook,-1200.7453767544218
2021-05-31,White,White1,Whiteberry,UA,Brazil,BRA,Amazon,Mazemook,-300.98868101764316
2021-05-31,White,White1,Whiteberry,UA,Argentina,ARG,Andriod,Mazemook,-599.9090666069653
2021-05-31,White,White1,Whiteberry,UA,Mexico,MEX,iOS,Mazemook,-910.1631751831904
2021-05-31,White,White1,Whiteberry,UA,Austria,AUT,Amazon,Mazemook,-607.1527254254847
2021-05-31,White,White1,Whiteberry,UA,France,FRA,Andriod,Mazemook,-600.580735393343
2021-05-31,White,White1,Whiteberry,UA,Russia,RUS,iOS,Mazemook,-1516.3775779821365
2021-05-31,White,White1,Whiteberry,UA,Israel,ISR,Amazon,Mazemook,-303.6048812471
2021-06-30,White,White1,Whiteberry,UA,USA,USA,Andriod,MoogleAds,-140583.58661007753
2021-06-30,White,White1,Whiteberry,UA,Japan,JPN,iOS,MoogleAds,-6037.268488082375
2021-06-30,White,White1,Whiteberry,UA,China,CHN,Amazon,MoogleAds,-13959.163678312801
2021-06-30,White,White1,Whiteberry,UA,Germany,DEU,Andriod,MoogleAds,-7998.021263813339
2021-06-30,White,White1,Whiteberry,UA,Brazil,BRA,iOS,MoogleAds,-2003.695065998955
2021-06-30,White,White1,Whiteberry,UA,Argentina,ARG,Amazon,MoogleAds,-3984.393502148929
2021-06-30,White,White1,Whiteberry,UA,Mexico,MEX,Andriod,MoogleAds,-6046.311268229146
2021-06-30,White,White1,Whiteberry,UA,Austria,AUT,iOS,MoogleAds,-4036.86115568955
2021-06-30,White,White1,Whiteberry,UA,France,FRA,Amazon,MoogleAds,-4020.303693802173
2021-06-30,White,White1,Whiteberry,UA,Russia,RUS,Andriod,MoogleAds,-9959.89791586812
2021-06-30,White,White1,Whiteberry,UA,Israel,ISR,iOS,MoogleAds,-1999.518837279483
2021-06-30,White,White1,Whiteberry,UA,USA,USA,Amazon,Elevator,-112962.07401743115
2021-06-30,White,White1,Whiteberry,UA,Japan,JPN,Andriod,Elevator,-4810.064640455962
2021-06-30,White,White1,Whiteberry,UA,China,CHN,iOS,Elevator,-11163.510529370558
2021-06-30,White,White1,Whiteberry,UA,Germany,DEU,Amazon,Elevator,-6374.747949053234
2021-06-30,White,White1,Whiteberry,UA,Brazil,BRA,Andriod,Elevator,-1601.5148549014466
2021-06-30,White,White1,Whiteberry,UA,Argentina,ARG,iOS,Elevator,-3191.149596074872
2021-06-30,White,White1,Whiteberry,UA,Mexico,MEX,Amazon,Elevator,-4785.328221414499
2021-06-30,White,White1,Whiteberry,UA,Austria,AUT,Andriod,Elevator,-3209.1196501126765
2021-06-30,White,White1,Whiteberry,UA,France,FRA,iOS,Elevator,-3217.764653918044
2021-06-30,White,White1,Whiteberry,UA,Russia,RUS,Amazon,Elevator,-7994.06966795397
2021-06-30,White,White1,Whiteberry,UA,Israel,ISR,Andriod,Elevator,-1597.64529947369
2021-06-30,White,White1,Whiteberry,UA,USA,USA,iOS,Mazemook,-28147.163574510156
2021-06-30,White,White1,Whiteberry,UA,Japan,JPN,Amazon,Mazemook,-1202.6438568586507
2021-06-30,White,White1,Whiteberry,UA,China,CHN,Andriod,Mazemook,-2799.9895492850987
2021-06-30,White,White1,Whiteberry,UA,Germany,DEU,iOS,Mazemook,-1611.0136165304348
2021-06-30,White,White1,Whiteberry,UA,Brazil,BRA,Amazon,Mazemook,-401.38912337725276
2021-06-30,White,White1,Whiteberry,UA,Argentina,ARG,Andriod,Mazemook,-801.9784957685305
2021-06-30,White,White1,Whiteberry,UA,Mexico,MEX,iOS,Mazemook,-1203.802742395691
2021-06-30,White,White1,Whiteberry,UA,Austria,AUT,Amazon,Mazemook,-805.3625669495171
2021-06-30,White,White1,Whiteberry,UA,France,FRA,Andriod,Mazemook,-804.8935702782603
2021-06-30,White,White1,Whiteberry,UA,Russia,RUS,iOS,Mazemook,-2011.413983942386
2021-06-30,White,White1,Whiteberry,UA,Israel,ISR,Amazon,Mazemook,-400.5566488255026
2021-07-31,White,White1,Whiteberry,UA,USA,USA,Andriod,MoogleAds,-119455.04163700258
2021-07-31,White,White1,Whiteberry,UA,Japan,JPN,iOS,MoogleAds,-5136.41232150999
2021-07-31,White,White1,Whiteberry,UA,China,CHN,Amazon,MoogleAds,-11928.765198529998
2021-07-31,White,White1,Whiteberry,UA,Germany,DEU,Andriod,MoogleAds,-6881.1453729754
2021-07-31,White,White1,Whiteberry,UA,Brazil,BRA,iOS,MoogleAds,-1710.4481073497725
2021-07-31,White,White1,Whiteberry,UA,Argentina,ARG,Amazon,MoogleAds,-3416.4619188902284
2021-07-31,White,White1,Whiteberry,UA,Mexico,MEX,Andriod,MoogleAds,-5136.374221125744
2021-07-31,White,White1,Whiteberry,UA,Austria,AUT,iOS,MoogleAds,-3438.4810306426316
2021-07-31,White,White1,Whiteberry,UA,France,FRA,Amazon,MoogleAds,-3433.7964098445595
2021-07-31,White,White1,Whiteberry,UA,Russia,RUS,Andriod,MoogleAds,-8611.563982991416
2021-07-31,White,White1,Whiteberry,UA,Israel,ISR,iOS,MoogleAds,-1712.6785580881342
2021-07-31,White,White1,Whiteberry,UA,USA,USA,Amazon,Elevator,-96425.29068080359
2021-07-31,White,White1,Whiteberry,UA,Japan,JPN,Andriod,Elevator,-4113.289200801838
2021-07-31,White,White1,Whiteberry,UA,China,CHN,iOS,Elevator,-9598.004164138274
2021-07-31,White,White1,Whiteberry,UA,Germany,DEU,Amazon,Elevator,-5495.832729327464
2021-07-31,White,White1,Whiteberry,UA,Brazil,BRA,Andriod,Elevator,-1362.4551437414596
2021-07-31,White,White1,Whiteberry,UA,Argentina,ARG,iOS,Elevator,-2720.258888182609
2021-07-31,White,White1,Whiteberry,UA,Mexico,MEX,Amazon,Elevator,-4112.189085740685
2021-07-31,White,White1,Whiteberry,UA,Austria,AUT,Andriod,Elevator,-2734.6463818935913
2021-07-31,White,White1,Whiteberry,UA,France,FRA,iOS,Elevator,-2718.846104161758
2021-07-31,White,White1,Whiteberry,UA,Russia,RUS,Amazon,Elevator,-6811.514059340233
2021-07-31,White,White1,Whiteberry,UA,Israel,ISR,Andriod,Elevator,-1369.9910220430093
2021-07-31,White,White1,Whiteberry,UA,USA,USA,iOS,Mazemook,-24032.13943230348
2021-07-31,White,White1,Whiteberry,UA,Japan,JPN,Amazon,Mazemook,-1030.5066922392914
2021-07-31,White,White1,Whiteberry,UA,China,CHN,Andriod,Mazemook,-2390.476466069424
2021-07-31,White,White1,Whiteberry,UA,Germany,DEU,iOS,Mazemook,-1374.6632304989341
2021-07-31,White,White1,Whiteberry,UA,Brazil,BRA,Amazon,Mazemook,-343.15942001609557
2021-07-31,White,White1,Whiteberry,UA,Argentina,ARG,Andriod,Mazemook,-684.9632230678462
2021-07-31,White,White1,Whiteberry,UA,Mexico,MEX,iOS,Mazemook,-1031.5353589296326
2021-07-31,White,White1,Whiteberry,UA,Austria,AUT,Amazon,Mazemook,-687.9635123411431
2021-07-31,White,White1,Whiteberry,UA,France,FRA,Andriod,Mazemook,-683.5165792574679
2021-07-31,White,White1,Whiteberry,UA,Russia,RUS,iOS,Mazemook,-1713.475540548074
2021-07-31,White,White1,Whiteberry,UA,Israel,ISR,Amazon,Mazemook,-343.0000939834379
2021-08-31,White,White1,Whiteberry,UA,USA,USA,Andriod,MoogleAds,-66419.4891816423
2021-08-31,White,White1,Whiteberry,UA,Japan,JPN,iOS,MoogleAds,-2858.068990706831
2021-08-31,White,White1,Whiteberry,UA,China,CHN,Amazon,MoogleAds,-6582.960149236797
2021-08-31,White,White1,Whiteberry,UA,Germany,DEU,Andriod,MoogleAds,-3768.7870230826425
2021-08-31,White,White1,Whiteberry,UA,Brazil,BRA,iOS,MoogleAds,-941.3069170796545
2021-08-31,White,White1,Whiteberry,UA,Argentina,ARG,Amazon,MoogleAds,-1896.4832589936382
2021-08-31,White,White1,Whiteberry,UA,Mexico,MEX,Andriod,MoogleAds,-2836.935481364757
2021-08-31,White,White1,Whiteberry,UA,Austria,AUT,iOS,MoogleAds,-1899.7189287705953
2021-08-31,White,White1,Whiteberry,UA,France,FRA,Amazon,MoogleAds,-1892.2627867314136
2021-08-31,White,White1,Whiteberry,UA,Russia,RUS,Andriod,MoogleAds,-4759.100901478513
2021-08-31,White,White1,Whiteberry,UA,Israel,ISR,iOS,MoogleAds,-948.3265073111961
2021-08-31,White,White1,Whiteberry,UA,USA,USA,Amazon,Elevator,-53032.40317613034
2021-08-31,White,White1,Whiteberry,UA,Japan,JPN,Andriod,Elevator,-2272.277421026538
2021-08-31,White,White1,Whiteberry,UA,China,CHN,iOS,Elevator,-5306.535364595539
2021-08-31,White,White1,Whiteberry,UA,Germany,DEU,Amazon,Elevator,-3010.2427652324423
2021-08-31,White,White1,Whiteberry,UA,Brazil,BRA,Andriod,Elevator,-759.1554268478282
